Incident_ID,Incident_Text,Disaster_Type,Severity,Rainfall_mm,Humidity_percent,WindSpeed_kmph,Temperature_C,AQI,RiskScore
INC-10661,"Firefighters battled a 183685-hectare wildfire raging in the Agricultural Belt hills near Seoul, with smoke plumes visible from 19 kilometers away and air quality deteriorating sharply.",Wildfire,Low,16.6,6.7,35.5,32.8,10.7,24.4
INC-10662,"Post-cyclone assessments in Davao revealed 182315 buildings destroyed and 88167 damaged, with relief operations underway across the North Ridge coastline following the storm's passage.",Cyclone,Medium,37.2,53.8,35.7,15.8,71,59.8
INC-10663,"A multi-storey residential building collapsed in Karachi's Heritage Zone district, trapping an estimated 199820 occupants under rubble while rescue teams worked through the night.",Building Collapse,High,333.2,65.3,61.9,39.2,444.6,93.4
INC-10664,"A storage tank failure at a chemical plant near Bandung led to a formaldehyde release, forcing 174359 households to shelter in place for over 84 hours as cleanup operations began.",Chemical Leak,Low,35.9,10,20.2,25.6,24.7,9.8
INC-10665,"A massive tsunami triggered by an offshore earthquake struck Vancouver, with wave heights reaching 5.3 meters and inundating coastal districts for over 83 hours.",Tsunami,Medium,30.3,79,35.8,36.3,103.3,52.8
INC-10666,"A series of landslides struck the mountainous Western Plains region near Istanbul, with 15923 cubic meters of soil and rock engulfing local farmland and damaging infrastructure.",Landslide,High,167.8,77.1,93.7,15.2,453.1,76.5
INC-10667,"An earthquake measuring 7.5 on the Richter scale jolted Wellington early this morning, with the epicenter traced to the Himalayan Fault; emergency services are treating 192179 injured persons.",Earthquake,Low,38.6,55.3,29.4,23.2,77.2,13.9
INC-10668,"The Coastal Belt River breached its embankments near Davao, unleashing floodwaters that damaged 128261 homes and triggered a state of emergency across 41187 districts.",Flood,Medium,134.4,53,67.8,38.4,84.4,49.3
INC-10669,"High temperatures and dry conditions fueled a wildfire near Ho Chi Minh City that burned through 36601 hectares of protected forest, threatening wildlife habitats in the Heritage Zone reserve.",Wildfire,High,320.7,96.7,81.1,43.4,170.9,83
INC-10670,Authorities evacuated 102871 people from low-lying areas as Cyclone Tauktae approached Delhi with sustained winds of 230 kmph and heavy rainfall forecast over the next 44 hours.,Cyclone,Low,25,28.9,34.8,19.6,56.6,22.8
INC-10671,"A gas explosion triggered the partial collapse of a residential block in Chennai's Western Plains neighborhood, leaving 61693 people missing and 68095 displaced from nearby structures.",Building Collapse,Medium,102,67.4,45.7,13.7,54.2,40.6
INC-10672,"A storage tank failure at a chemical plant near Sydney led to a sulfur dioxide release, forcing 97045 households to shelter in place for over 37 hours as cleanup operations began.",Chemical Leak,High,249.8,85.2,106.3,20.8,133.3,93.6
INC-10673,"A massive tsunami triggered by an offshore earthquake struck Cape Town, with wave heights reaching 5.4 meters and inundating coastal districts for over 71 hours.",Tsunami,Low,30.1,54,38.5,13,41.5,19.2
INC-10674,"Unstable hillside terrain gave way above Lower Zone near Guayaquil, sending 15636 cubic meters of earth and boulders down onto a key access road, blocking it for 47 hours.",Landslide,Medium,83,52.6,73,16,129.2,68.5
INC-10675,"A 5.5-magnitude earthquake struck near Istanbul, causing structural damage to 74094 buildings and leaving thousands without power across the Western Plains district.",Earthquake,High,107.8,87.5,119,26.1,405.1,78.9
INC-10676,"The Heritage Zone River breached its embankments near Lima, unleashing floodwaters that damaged 71760 homes and triggered a state of emergency across 59861 districts.",Flood,Low,47.8,11.8,35.4,21.6,35.8,8
INC-10677,"High temperatures and dry conditions fueled a wildfire near Cape Town that burned through 46711 hectares of protected forest, threatening wildlife habitats in the Old Quarter reserve.",Wildfire,Medium,86.5,68.9,62.8,24.9,142,36.4
INC-10678,"A Category 4 cyclone battered Nairobi, bringing storm surges of 2.2 meters and uprooting 93656 trees across the Central Basin region while disrupting power to 44423 homes.",Cyclone,High,273.3,78.9,81.7,39.7,421.2,85.7
INC-10679,"Structural failure caused a 18-floor commercial complex in Kuala Lumpur to partially collapse, injuring 146243 workers and prompting inspections of 3275 adjacent buildings.",Building Collapse,Low,11.6,13.4,35.5,20,32.6,10.8
INC-10680,"Hazmat teams were deployed to contain a nitric acid leak at a warehouse in Caracas's Old Quarter district, with 187415 workers hospitalized due to fume exposure.",Chemical Leak,Medium,20.9,68.1,54.9,21,138.8,55.4
INC-10681,"The national disaster agency confirmed tsunami waves of 8.8 meters hit the Bogota coast, sweeping through harbor settlements and forcing 163311 people into emergency shelters.",Tsunami,High,152.9,96.4,115,34.5,269.2,77.7
INC-10682,"Unstable hillside terrain gave way above Agricultural Belt near Kuala Lumpur, sending 7994 cubic meters of earth and boulders down onto a key access road, blocking it for 31 hours.",Landslide,Low,2.7,39.4,24.8,31.5,27.7,15.2
INC-10683,"A 7.2-magnitude earthquake struck near Yangon, causing structural damage to 131015 buildings and leaving thousands without power across the North Ridge district.",Earthquake,Medium,57.1,79.5,71.4,17.5,107.8,54.6
INC-10684,"Severe monsoon flooding inundated 79596 neighborhoods in Mumbai, with water levels rising 9.1 meters above normal and stranding over 58434 families on rooftops.",Flood,High,362.2,91,112.2,23.4,353.9,89.4
INC-10685,"An uncontrolled wildfire near Auckland destroyed 31592 structures and scorched 83554 hectares of vegetation, with containment estimated at 21% after 93 days of firefighting efforts.",Wildfire,Low,22.8,53.8,29.3,13.2,11.6,26.5
INC-10686,"Cyclone Yaas made landfall near Davao with wind speeds exceeding 209 kmph, causing widespread destruction across 7887 coastal districts and leaving 4970 residents homeless.",Cyclone,Medium,105.4,78.4,72.6,31.3,119.1,66.4
INC-10687,"Structural failure caused a 18-floor commercial complex in Istanbul to partially collapse, injuring 560 workers and prompting inspections of 85320 adjacent buildings.",Building Collapse,High,123.9,77.9,174.9,31.3,236.4,78.6
INC-10688,"Hazmat teams were deployed to contain a sulfur dioxide leak at a warehouse in Hyderabad's Urban Core district, with 105374 workers hospitalized due to fume exposure.",Chemical Leak,Low,48.1,9.8,13.9,9.1,74.7,16.6
INC-10689,"A massive tsunami triggered by an offshore earthquake struck Brisbane, with wave heights reaching 8.6 meters and inundating coastal districts for over 24 hours.",Tsunami,Medium,74.5,44.5,50.1,11.3,51.4,37.9
INC-10690,"Heavy rainfall triggered a landslide in the Coastal Belt hills near Mumbai, burying approximately 128285 homes under debris and prompting mass evacuations.",Landslide,High,194.8,79.3,165.2,18.2,348.4,76.6
INC-10691,"An earthquake measuring 7.5 on the Richter scale jolted Ho Chi Minh City early this morning, with the epicenter traced to the San Andreas Fault; emergency services are treating 182223 injured persons.",Earthquake,Low,9.6,5.9,15.4,11.2,67.9,33.5
INC-10692,"Severe monsoon flooding inundated 173480 neighborhoods in Wellington, with water levels rising 4.9 meters above normal and stranding over 52922 families on rooftops.",Flood,Medium,100.5,76.8,58.1,27.8,114.7,45.6
INC-10693,"An uncontrolled wildfire near Jakarta destroyed 197422 structures and scorched 70750 hectares of vegetation, with containment estimated at 72% after 18 days of firefighting efforts.",Wildfire,High,202.6,98.7,166.3,17.6,185.7,99.8
INC-10694,"Post-cyclone assessments in Karachi revealed 158282 buildings destroyed and 61609 damaged, with relief operations underway across the Eastern Hills coastline following the storm's passage.",Cyclone,Low,34.2,37.6,28.6,5.8,45.4,6.9
INC-10695,"A gas explosion triggered the partial collapse of a residential block in Dhaka's Agricultural Belt neighborhood, leaving 171414 people missing and 95039 displaced from nearby structures.",Building Collapse,Medium,41.2,51.6,39.9,13.3,57,45.3
INC-10696,"A chemical leak at an industrial facility in Dhaka released toluene into the atmosphere, prompting the evacuation of 171458 residents within a 45-kilometer radius.",Chemical Leak,High,161.8,80.6,158.1,42.3,122.5,95.4
INC-10697,"Coastal authorities in Nairobi issued red alerts as tsunami waves of 5.5 meters crashed ashore, destroying 112764 fishing vessels and damaging port infrastructure.",Tsunami,Low,13.9,35.7,19.8,7,28.4,18.7
INC-10698,"Heavy rainfall triggered a landslide in the Industrial Corridor hills near Perth, burying approximately 31772 homes under debris and prompting mass evacuations.",Landslide,Medium,54.2,42.7,67.4,15.6,85.5,48.1
INC-10699,"Seismologists recorded a 3.4-magnitude tremor beneath Medan, with aftershocks continuing for 53 hours and rescue teams searching collapsed structures for survivors.",Earthquake,High,102.4,95.8,79.2,42.6,440.6,87.6
INC-10700,"Overflowing riverbanks near Tehran caused catastrophic flooding across the Lower Zone valley, submerging 145024 hectares of cropland and disrupting road networks for 86 days.",Flood,Low,3.4,33.2,39.6,22,27.3,30.7
INC-10701,"An uncontrolled wildfire near Caracas destroyed 11298 structures and scorched 42106 hectares of vegetation, with containment estimated at 87% after 56 days of firefighting efforts.",Wildfire,Medium,49.2,76.3,48.8,38.5,96.1,64.3
INC-10702,Authorities evacuated 113490 people from low-lying areas as Cyclone Biparjoy approached Wuhan with sustained winds of 233 kmph and heavy rainfall forecast over the next 9 hours.,Cyclone,High,206.2,81.3,173,42.5,207.2,81.1
INC-10703,"A gas explosion triggered the partial collapse of a residential block in Surabaya's Highland Plateau neighborhood, leaving 154599 people missing and 91227 displaced from nearby structures.",Building Collapse,Low,24.5,23.8,23.1,23.9,27.6,6.8
INC-10704,Authorities issued health warnings after a pipeline rupture near Seoul caused a formaldehyde spill affecting 62811 square kilometers of the Coastal Belt industrial zone.,Chemical Leak,Medium,97.7,66.8,31.3,28.4,126.6,44.7
INC-10705,"Emergency responders in Guayaquil reported tsunami surges of 3.1 meters flooding low-lying areas, displacing approximately 152552 residents from their homes.",Tsunami,High,324.2,71.4,150.6,29.9,182.9,93.7
INC-10706,"A series of landslides struck the mountainous Coastal Belt region near Kathmandu, with 40713 cubic meters of soil and rock engulfing local farmland and damaging infrastructure.",Landslide,Low,12.7,32.2,37.7,21.5,67.5,29.2
INC-10707,"The San Andreas Fault ruptured near Yangon in a 5.6-magnitude earthquake, injuring 156096 people and prompting authorities to inspect 14266 bridges for structural damage.",Earthquake,Medium,124.2,42.2,70.8,18.3,100.3,47.6
INC-10708,"Severe monsoon flooding inundated 15747 neighborhoods in Seoul, with water levels rising 8.6 meters above normal and stranding over 1391 families on rooftops.",Flood,High,266.9,85,97.3,31.6,432.3,76.9
INC-10709,"Firefighters battled a 53302-hectare wildfire raging in the North Ridge hills near Lima, with smoke plumes visible from 33 kilometers away and air quality deteriorating sharply.",Wildfire,Low,42.3,17.2,21.1,10,22.1,7
INC-10710,Authorities evacuated 101421 people from low-lying areas as Cyclone Yaas approached Beijing with sustained winds of 110 kmph and heavy rainfall forecast over the next 33 hours.,Cyclone,Medium,70,64.6,42.8,26.2,69.9,60.9
INC-10711,"Emergency services responded to a building collapse in Wellington after heavy rains undermined foundations, extracting 161435 survivors from the wreckage over 62 hours.",Building Collapse,High,209.1,72.6,109.5,23.2,379.6,75.1
INC-10712,Authorities issued health warnings after a pipeline rupture near Beijing caused a toluene spill affecting 118603 square kilometers of the Old Quarter industrial zone.,Chemical Leak,Low,22.3,28.3,20.3,15.4,28.8,17.5
INC-10713,"A massive tsunami triggered by an offshore earthquake struck Osaka, with wave heights reaching 8.3 meters and inundating coastal districts for over 35 hours.",Tsunami,Medium,141.2,58.1,37.6,35.8,70.6,37.8
INC-10714,"Unstable hillside terrain gave way above Mountain Range near Cairo, sending 7047 cubic meters of earth and boulders down onto a key access road, blocking it for 79 hours.",Landslide,High,341.6,73.3,173.1,20.9,378.5,98.3
INC-10715,"An earthquake measuring 3.9 on the Richter scale jolted Dhaka early this morning, with the epicenter traced to the Himalayan Fault; emergency services are treating 199504 injured persons.",Earthquake,Low,25.7,6.1,22.7,6.7,19.4,27.8
INC-10716,"Flash floods swept through Manila following 6mm of rainfall in 24 hours, washing away 121266 vehicles and forcing emergency evacuations in low-lying wards.",Flood,Medium,28.7,55.1,20,23.8,127.9,61.4
INC-10717,"High temperatures and dry conditions fueled a wildfire near Wellington that burned through 169749 hectares of protected forest, threatening wildlife habitats in the Old Quarter reserve.",Wildfire,High,331.6,69.4,65.1,17.2,496.8,75
INC-10718,"Post-cyclone assessments in Auckland revealed 82506 buildings destroyed and 63961 damaged, with relief operations underway across the Western Plains coastline following the storm's passage.",Cyclone,Low,37.5,40.7,15.6,12.3,11.1,28.5
INC-10719,"A gas explosion triggered the partial collapse of a residential block in Beijing's Heritage Zone neighborhood, leaving 53708 people missing and 60825 displaced from nearby structures.",Building Collapse,Medium,26.9,58.6,43.2,29.6,87.7,45.3
INC-10720,"A storage tank failure at a chemical plant near Makassar led to a nitric acid release, forcing 17811 households to shelter in place for over 48 hours as cleanup operations began.",Chemical Leak,High,251.6,67.1,131.3,33.9,235.6,92.3
INC-10721,"Emergency responders in Kuala Lumpur reported tsunami surges of 6.5 meters flooding low-lying areas, displacing approximately 96510 residents from their homes.",Tsunami,Low,39,45.1,24.8,7,77.8,5.1
INC-10722,"Heavy rainfall triggered a landslide in the Highland Plateau hills near Lahore, burying approximately 24479 homes under debris and prompting mass evacuations.",Landslide,Medium,45.3,62.8,45.1,34.8,56.7,68.4
INC-10723,"A 4.3-magnitude earthquake struck near Medan, causing structural damage to 190691 buildings and leaving thousands without power across the Coastal Belt district.",Earthquake,High,192.5,90.5,112.1,29.1,480.8,94.4
INC-10724,"Flash floods swept through Davao following 6mm of rainfall in 24 hours, washing away 178821 vehicles and forcing emergency evacuations in low-lying wards.",Flood,Low,13.6,56.7,15.5,34.2,79.4,17.5
INC-10725,"Firefighters battled a 65255-hectare wildfire raging in the River Delta hills near Manila, with smoke plumes visible from 25 kilometers away and air quality deteriorating sharply.",Wildfire,Medium,74.5,53.2,24.9,14.9,92.9,61
INC-10726,"Post-cyclone assessments in Perth revealed 108636 buildings destroyed and 62119 damaged, with relief operations underway across the Eastern Hills coastline following the storm's passage.",Cyclone,High,232.8,98.5,142.4,27.2,435.9,96.4
INC-10727,"Structural failure caused a 7-floor commercial complex in Sydney to partially collapse, injuring 98838 workers and prompting inspections of 10963 adjacent buildings.",Building Collapse,Low,4.6,58.4,33.3,24.4,79.4,19.3
INC-10728,"Hazmat teams were deployed to contain a ammonia leak at a warehouse in Mumbai's Forest Reserve district, with 177977 workers hospitalized due to fume exposure.",Chemical Leak,Medium,25.1,63.3,79.3,28.4,130.4,46.6
INC-10729,"Emergency responders in Istanbul reported tsunami surges of 6.2 meters flooding low-lying areas, displacing approximately 137960 residents from their homes.",Tsunami,High,263.8,89.1,64.5,40.6,358.6,72.9
INC-10730,"A series of landslides struck the mountainous Forest Reserve region near Christchurch, with 47245 cubic meters of soil and rock engulfing local farmland and damaging infrastructure.",Landslide,Low,7.8,9.4,25.6,8.5,17.5,8.6
INC-10731,"Seismologists recorded a 5.6-magnitude tremor beneath Kuala Lumpur, with aftershocks continuing for 67 hours and rescue teams searching collapsed structures for survivors.",Earthquake,Medium,105.3,54.6,43.4,20.4,45.4,66.3
INC-10732,"The Old Quarter River breached its embankments near Osaka, unleashing floodwaters that damaged 117913 homes and triggered a state of emergency across 17519 districts.",Flood,High,149.7,95.4,83,22.5,119.1,96
INC-10733,"High temperatures and dry conditions fueled a wildfire near Kolkata that burned through 188999 hectares of protected forest, threatening wildlife habitats in the Central Basin reserve.",Wildfire,Low,5.2,47.4,38.9,11.1,20.3,14.5
INC-10734,"A Category 4 cyclone battered Wellington, bringing storm surges of 5.0 meters and uprooting 10385 trees across the Agricultural Belt region while disrupting power to 59731 homes.",Cyclone,Medium,96.6,78.6,23.8,34.9,85.9,35.6
INC-10735,"A gas explosion triggered the partial collapse of a residential block in Ho Chi Minh City's Mountain Range neighborhood, leaving 10197 people missing and 30177 displaced from nearby structures.",Building Collapse,High,159.9,93.8,93.5,15.1,100,76.9
INC-10736,"A chemical leak at an industrial facility in Dhaka released nitric acid into the atmosphere, prompting the evacuation of 167827 residents within a 36-kilometer radius.",Chemical Leak,Low,5.8,17.9,39.6,21.8,33,12.9
INC-10737,"Emergency responders in Surabaya reported tsunami surges of 6.7 meters flooding low-lying areas, displacing approximately 5473 residents from their homes.",Tsunami,Medium,74,76.2,32.2,14.9,50.7,58.5
INC-10738,"Unstable hillside terrain gave way above River Delta near Sydney, sending 11195 cubic meters of earth and boulders down onto a key access road, blocking it for 36 hours.",Landslide,High,235.1,94.2,134.8,30.3,281.6,80.1
INC-10739,"An earthquake measuring 7.3 on the Richter scale jolted Bandung early this morning, with the epicenter traced to the Pacific Fault; emergency services are treating 49673 injured persons.",Earthquake,Low,26.1,42.9,11.8,34.7,63,14.6
INC-10740,"The North Ridge River breached its embankments near Chennai, unleashing floodwaters that damaged 105552 homes and triggered a state of emergency across 27934 districts.",Flood,Medium,141.4,71.2,53.4,23.7,75.4,64.2
INC-10741,"Firefighters battled a 4538-hectare wildfire raging in the Lower Zone hills near Hyderabad, with smoke plumes visible from 31 kilometers away and air quality deteriorating sharply.",Wildfire,High,125.9,83.2,167.3,32.8,278.4,74
INC-10742,"Cyclone Midhili made landfall near Medan with wind speeds exceeding 198 kmph, causing widespread destruction across 83167 coastal districts and leaving 32348 residents homeless.",Cyclone,Low,33.2,59.9,29.4,29.5,79.9,33.1
INC-10743,"Emergency services responded to a building collapse in Seoul after heavy rains undermined foundations, extracting 193677 survivors from the wreckage over 58 hours.",Building Collapse,Medium,141.1,64.1,71.1,20.9,50.5,65.4
INC-10744,Authorities issued health warnings after a pipeline rupture near Osaka caused a chlorine spill affecting 60741 square kilometers of the Highland Plateau industrial zone.,Chemical Leak,High,335,84.1,186.9,34.7,122.1,98.1
INC-10745,"Emergency responders in Chengdu reported tsunami surges of 3.7 meters flooding low-lying areas, displacing approximately 35935 residents from their homes.",Tsunami,Low,18.1,34.8,14.2,22.7,49.3,18.5
INC-10746,"Unstable hillside terrain gave way above Eastern Hills near Shanghai, sending 2103 cubic meters of earth and boulders down onto a key access road, blocking it for 96 hours.",Landslide,Medium,133.8,63.1,63.8,35.3,94.2,58.8
INC-10747,"The Arabian Fault ruptured near Shanghai in a 5.4-magnitude earthquake, injuring 76781 people and prompting authorities to inspect 45223 bridges for structural damage.",Earthquake,High,340.2,89.7,95.7,33.2,80.6,88.5
INC-10748,"Flash floods swept through Lagos following 7mm of rainfall in 24 hours, washing away 48378 vehicles and forcing emergency evacuations in low-lying wards.",Flood,Low,12.5,7.6,7.5,16.8,77.6,11.2
INC-10749,"Firefighters battled a 3657-hectare wildfire raging in the Western Plains hills near Seoul, with smoke plumes visible from 48 kilometers away and air quality deteriorating sharply.",Wildfire,Medium,62.3,56.4,59.6,30.4,88.8,65.4
INC-10750,"A Category 1 cyclone battered Istanbul, bringing storm surges of 8.5 meters and uprooting 63690 trees across the Central Basin region while disrupting power to 64313 homes.",Cyclone,High,116.6,96.1,68.3,28.8,201.1,83.9
INC-10751,"Emergency services responded to a building collapse in Wuhan after heavy rains undermined foundations, extracting 124105 survivors from the wreckage over 14 hours.",Building Collapse,Low,13.8,31.2,18.7,9.8,25.4,25.3
INC-10752,Authorities issued health warnings after a pipeline rupture near Nairobi caused a toluene spill affecting 133664 square kilometers of the North Ridge industrial zone.,Chemical Leak,Medium,105.6,72,64.8,10.6,102.4,44.5
INC-10753,"A massive tsunami triggered by an offshore earthquake struck Bangkok, with wave heights reaching 7.6 meters and inundating coastal districts for over 79 hours.",Tsunami,High,105.3,91.9,167.8,27.6,223,74.5
INC-10754,"A series of landslides struck the mountainous Lower Zone region near Kathmandu, with 28842 cubic meters of soil and rock engulfing local farmland and damaging infrastructure.",Landslide,Low,9.8,18.5,6.6,15.1,43,18.6
INC-10755,"The Caribbean Fault ruptured near Shanghai in a 6.3-magnitude earthquake, injuring 180858 people and prompting authorities to inspect 10096 bridges for structural damage.",Earthquake,Medium,89.5,69.5,26.2,39.7,100.3,51.3
INC-10756,"Flash floods swept through Vancouver following 2mm of rainfall in 24 hours, washing away 3116 vehicles and forcing emergency evacuations in low-lying wards.",Flood,High,163.9,69.2,172.8,38.7,305,80.2
INC-10757,"An uncontrolled wildfire near Darwin destroyed 198578 structures and scorched 91308 hectares of vegetation, with containment estimated at 22% after 6 days of firefighting efforts.",Wildfire,Low,29.1,55.9,14.7,17.8,34.4,6.8
INC-10758,"Cyclone Idai made landfall near Chennai with wind speeds exceeding 130 kmph, causing widespread destruction across 5649 coastal districts and leaving 87564 residents homeless.",Cyclone,Medium,47.2,45.3,47.7,29.8,64.8,41.9
INC-10759,"Emergency services responded to a building collapse in Nairobi after heavy rains undermined foundations, extracting 40401 survivors from the wreckage over 14 hours.",Building Collapse,High,243.9,89,185,18.3,400.3,81.2
INC-10760,"A storage tank failure at a chemical plant near Tehran led to a acetone release, forcing 69817 households to shelter in place for over 72 hours as cleanup operations began.",Chemical Leak,Low,29.7,41.3,12.5,18.5,22,29.7
INC-10761,"A massive tsunami triggered by an offshore earthquake struck Kuala Lumpur, with wave heights reaching 8.9 meters and inundating coastal districts for over 43 hours.",Tsunami,Medium,36.5,42.2,64.2,26,134.3,62.9
INC-10762,"Heavy rainfall triggered a landslide in the Forest Reserve hills near Medan, burying approximately 141352 homes under debris and prompting mass evacuations.",Landslide,High,122.6,83.4,73.1,22.8,310,86.2
INC-10763,"A 6.1-magnitude earthquake struck near Cairo, causing structural damage to 183229 buildings and leaving thousands without power across the South Valley district.",Earthquake,Low,38,30.3,28.8,34.8,33.6,6.5
INC-10764,"Severe monsoon flooding inundated 198639 neighborhoods in Jakarta, with water levels rising 2.2 meters above normal and stranding over 97381 families on rooftops.",Flood,Medium,90.1,54.9,67.2,32.5,106.5,62.4
INC-10765,"A rapidly spreading wildfire consumed 169292 hectares of forest near Santiago, fanned by strong winds and forcing 38092 residents to evacuate surrounding communities.",Wildfire,High,177.5,83.3,167.5,19.5,425.4,86.2
INC-10766,"Post-cyclone assessments in Sydney revealed 114001 buildings destroyed and 61351 damaged, with relief operations underway across the Agricultural Belt coastline following the storm's passage.",Cyclone,Low,17.1,24.9,23.1,20.9,38.4,14.7
INC-10767,"Emergency services responded to a building collapse in Davao after heavy rains undermined foundations, extracting 96929 survivors from the wreckage over 12 hours.",Building Collapse,Medium,25.1,58.8,44.4,17.2,106.2,54.3
INC-10768,"A chemical leak at an industrial facility in Bandung released formaldehyde into the atmosphere, prompting the evacuation of 137891 residents within a 27-kilometer radius.",Chemical Leak,High,133.6,84.5,134.1,15.1,342.1,95
INC-10769,"A massive tsunami triggered by an offshore earthquake struck Osaka, with wave heights reaching 5.6 meters and inundating coastal districts for over 73 hours.",Tsunami,Low,20,42.3,30.4,20.7,55.2,8.4
INC-10770,"Unstable hillside terrain gave way above River Delta near Perth, sending 28511 cubic meters of earth and boulders down onto a key access road, blocking it for 22 hours.",Landslide,Medium,121.2,43.3,72.4,34.7,72.1,45.8
INC-10771,"Seismologists recorded a 7.3-magnitude tremor beneath Darwin, with aftershocks continuing for 35 hours and rescue teams searching collapsed structures for survivors.",Earthquake,High,359,96.9,63.3,17.5,238.1,78.8
INC-10772,"Severe monsoon flooding inundated 28614 neighborhoods in Wuhan, with water levels rising 7.7 meters above normal and stranding over 48383 families on rooftops.",Flood,Low,6.7,38.6,29.4,25.2,33.8,26.5
INC-10773,"Firefighters battled a 50992-hectare wildfire raging in the South Valley hills near Sydney, with smoke plumes visible from 48 kilometers away and air quality deteriorating sharply.",Wildfire,Medium,124.8,43.6,62.7,23.6,91.3,63.2
INC-10774,"A Category 3 cyclone battered Lagos, bringing storm surges of 6.2 meters and uprooting 177988 trees across the Urban Core region while disrupting power to 26050 homes.",Cyclone,High,295.3,98.5,188.5,33.4,291.5,95.6
INC-10775,"A gas explosion triggered the partial collapse of a residential block in Caracas's Highland Plateau neighborhood, leaving 137537 people missing and 1198 displaced from nearby structures.",Building Collapse,Low,20.8,35.2,34.3,20.7,10.9,14.4
INC-10776,"A storage tank failure at a chemical plant near Christchurch led to a toluene release, forcing 156306 households to shelter in place for over 59 hours as cleanup operations began.",Chemical Leak,Medium,37.4,42.3,38.7,12.1,53.5,62.7
INC-10777,"A massive tsunami triggered by an offshore earthquake struck Phnom Penh, with wave heights reaching 3.4 meters and inundating coastal districts for over 9 hours.",Tsunami,High,263.8,82.7,70.3,28.5,220.4,98.2
INC-10778,"Unstable hillside terrain gave way above Eastern Hills near Wuhan, sending 48888 cubic meters of earth and boulders down onto a key access road, blocking it for 72 hours.",Landslide,Low,19.8,28.9,32.7,6.4,58.6,19.3
INC-10779,"A 5.3-magnitude earthquake struck near Lagos, causing structural damage to 136432 buildings and leaving thousands without power across the Central Basin district.",Earthquake,Medium,29.4,77.6,32.8,38.6,124.4,59
INC-10780,"The Highland Plateau River breached its embankments near Osaka, unleashing floodwaters that damaged 114407 homes and triggered a state of emergency across 75078 districts.",Flood,High,365.7,94.1,100.7,43.9,128.5,88.6
INC-10781,"Firefighters battled a 125063-hectare wildfire raging in the Urban Core hills near Auckland, with smoke plumes visible from 4 kilometers away and air quality deteriorating sharply.",Wildfire,Low,18.7,44.8,6.9,25,41.6,11.2
INC-10782,Authorities evacuated 185529 people from low-lying areas as Cyclone Biparjoy approached Christchurch with sustained winds of 136 kmph and heavy rainfall forecast over the next 43 hours.,Cyclone,Medium,72.4,63.9,54.4,38.3,86.3,63.3
INC-10783,"A gas explosion triggered the partial collapse of a residential block in Bandung's Old Quarter neighborhood, leaving 77526 people missing and 19129 displaced from nearby structures.",Building Collapse,High,179.5,92,184.2,32.1,412,87
INC-10784,Authorities issued health warnings after a pipeline rupture near Istanbul caused a chlorine spill affecting 112739 square kilometers of the Upper District industrial zone.,Chemical Leak,Low,32,30.1,19.6,31.7,54.9,8.8
INC-10785,"A massive tsunami triggered by an offshore earthquake struck Cairo, with wave heights reaching 5.7 meters and inundating coastal districts for over 90 hours.",Tsunami,Medium,128.7,79.2,69.7,36.9,145.6,61.5
INC-10786,"Geologists warned of further instability after a landslide near Perth displaced 36995 cubic meters of material, cutting off 38648 villagers from relief supplies.",Landslide,High,248.7,85.1,108.3,33.9,466.9,72.8
INC-10787,"The Indo-Australian Fault ruptured near Tehran in a 4.9-magnitude earthquake, injuring 38248 people and prompting authorities to inspect 25041 bridges for structural damage.",Earthquake,Low,7.4,37.3,32.1,30.5,29,16.4
INC-10788,"Overflowing riverbanks near Jakarta caused catastrophic flooding across the North Ridge valley, submerging 134765 hectares of cropland and disrupting road networks for 82 days.",Flood,Medium,29.8,66.7,68.9,20,146.6,52.6
INC-10789,"A rapidly spreading wildfire consumed 21048 hectares of forest near Delhi, fanned by strong winds and forcing 38508 residents to evacuate surrounding communities.",Wildfire,High,333,83.3,182.1,43.5,349,93.2
INC-10790,Authorities evacuated 115563 people from low-lying areas as Cyclone Yaas approached Darwin with sustained winds of 131 kmph and heavy rainfall forecast over the next 82 hours.,Cyclone,Low,20.6,12.2,9.8,5.6,65.9,27.7
INC-10791,"A multi-storey residential building collapsed in Quito's Forest Reserve district, trapping an estimated 183362 occupants under rubble while rescue teams worked through the night.",Building Collapse,Medium,146.1,47.9,47.2,12.7,54.6,44.2
INC-10792,"A storage tank failure at a chemical plant near Cape Town led to a hydrogen sulfide release, forcing 20798 households to shelter in place for over 7 hours as cleanup operations began.",Chemical Leak,High,130.4,91.3,93.3,30.4,360.6,70
INC-10793,"Emergency responders in Nairobi reported tsunami surges of 4.5 meters flooding low-lying areas, displacing approximately 57263 residents from their homes.",Tsunami,Low,48.1,52.6,16.3,9.2,37.7,5.5
INC-10794,"A series of landslides struck the mountainous South Valley region near Yangon, with 16499 cubic meters of soil and rock engulfing local farmland and damaging infrastructure.",Landslide,Medium,137.7,69.6,50,25.4,140.7,67.5
INC-10795,"The Alpine Fault ruptured near Dhaka in a 6.7-magnitude earthquake, injuring 140623 people and prompting authorities to inspect 24006 bridges for structural damage.",Earthquake,High,298.3,82.2,162.4,33.2,178,86.4
INC-10796,"Severe monsoon flooding inundated 142528 neighborhoods in Taipei, with water levels rising 8.3 meters above normal and stranding over 89429 families on rooftops.",Flood,Low,35.1,35,27.3,17.1,74.9,19.3
